,entity,description,category,node_occurence_flag
3410,Pods,"Resources in Kubernetes that can be created, modified, or deleted.",Software,Multi
3411,Namespace,A scope for resources in Kubernetes.,Software,Multi
3414,ServiceAccount,An Admission Control plugin that applies the default service account to pods.,Software,Multi
3415,NamespaceLifecycle,An Admission Control plugin that prevents creation of pods in namespaces being deleted or not existing.,Software,Multi
3416,ResourceQuota,An Admission Control plugin that ensures pods in a namespace only use allotted CPU and memory.,Software,Multi
3418,API server,The component responsible for validating and storing resources persistently.,software,Multi
3419,etcd,A distributed key-value store used by the API server to store resources persistently.,database,Multi
3420,Controller Manager,A component responsible for managing controllers that observe changes to deployed resources.,software,Multi
3421,controllers,Components that perform tasks in response to changes of the cluster metadata.,software,Multi
3431,kubectl,command-line tool,software,Multi
3432,API server,component of the Control Plane,application,Multi
3433,Kubelet,component running on each node,process,Multi
3434,Scheduler,Control Plane component responsible for scheduling pods,application,Multi
3436,pods,units of execution in Kubernetes,container,Multi
3437,nodes,physical or virtual machines running containers,hardware,Multi
3438,yaml,format for printing pod definitions,software,Multi
3441,Kubernetes,Container orchestration system,software,Multi
3442,Scheduler,Component responsible for scheduling pods to nodes,software,Multi
3443,Pod,Lightweight and portable container,software,Multi
3444,Node,Physical or virtual machine running the Kubernetes cluster,hardware,Multi
3451,Volume,Persistent storage used by a pod,storage,Multi
3454,Kubernetes,Container orchestration system,software,Multi
3455,Pod,Lightweight and portable container,container,Multi
3456,Node,Physical or virtual machine running Kubernetes,hardware,Multi
3457,Cloud provider,Company providing cloud infrastructure services,software,Multi
3458,ReplicaSet,Controller for managing multiple replicas of a pod,controller,Multi
3459,DaemonSet,Controller for deploying one or more copies of a pod on each node in the cluster,controller,Multi
3460,Job,Controller for running a batch job,controller,Multi
3461,Service,Abstract interface to access a group of pods,application,Multi
3462,Scheduler,Component responsible for scheduling pods on nodes,component,Multi
3463,Controller Manager,Process running multiple controllers,process,Multi
3465,API server,Component responsible for storing resources in etcd and notifying clients about changes,component,Multi
3466,etcd,Distributed key-value store used by Kubernetes,database,Multi
3467,Deployment controller,Kubernetes component responsible for managing Deployments,software,Multi
3468,StatefulSet controller,Kubernetes component responsible for managing StatefulSets,software,Multi
3469,Node controller,Kubernetes component responsible for managing Nodes,software,Multi
3470,Service controller,Kubernetes component responsible for managing Services,software,Multi
3471,Endpoints controller,Kubernetes component responsible for managing Endpoints,software,Multi
3472,Namespace controller,Kubernetes component responsible for managing Namespaces,software,Multi
3473,PersistentVolume controller,Kubernetes component responsible for managing Persistent Volumes,software,Multi
3474,API server,Kubernetes component responsible for serving the Kubernetes API,software,Multi
3477,Informer,Listener that gets called every time an API object gets updated,software,Multi
3479,Replication Manager,controller that makes ReplicationController resources come to life,software,Multi
3480,ReplicationController,resource that manages the number of replicas of a pod,software,Multi
3481,API server,server that provides an interface for clients to interact with the cluster,software,Multi
3483,Informer,component that listens for changes to a specific type of resource,software,Multi
3487,API objects,objects that are watched by the Replication Manager,software,Multi
3488,Kubernetes,container orchestration system,software,Multi
3489,Pod,lightweight and ephemeral container,software,Multi
3490,API server,component that exposes REST API for Kubernetes resources,software,Multi
3491,Scheduler,component responsible for scheduling pods on nodes,software,Multi
3492,Kubelet,component responsible for running and managing containers on nodes,software,Multi
3493,Replication Manager,controller that manages replication of pods,software,Multi
3494,ReplicaSet,resource that defines a set of identical replicas,software,Multi
3495,DaemonSet,controller that runs a pod on each node in the cluster,software,Multi
3496,Job,controller that manages running pods until they complete,software,Multi
3497,Deployment,resource that defines a set of identical replicas,software,Multi
3498,Replication Manager,controller that manages replication of pods,software,Multi
3499,StatefulSet,controller that manages stateful applications,software,Multi
3500,PersistentVolumeClaim,resource that requests storage from the cluster,software,Multi
3501,Node controller,component that manages Node resources,software,Multi
3502,Node,resource that describes a worker node in the cluster,hardware,Multi
3503,Service controller,component that requests and releases load balancers from the infrastructure,software,Multi
3504,Services,A resource in Kubernetes that defines a network service.,software,Multi
3505,Pods,"The basic execution unit in Kubernetes, a pod is a logical host for one or more containers.",container,Multi
3506,Endpoints,A resource that contains a list of IP addresses and ports for pods matching a label selector.,software,Multi
3508,Namespace,"A resource in Kubernetes that defines a logical grouping of resources, such as services and pods.",software,Multi
3509,Namespace controller,The component responsible for deleting all resources belonging to a namespace when the namespace is deleted.,process,Multi
3510,PersistentVolume,"A resource in Kubernetes that represents a storage device, such as a disk or network file system.",software,Multi
3511,PersistentVolumeClaim,A resource in Kubernetes that requests access to a PersistentVolume.,software,Multi
3512,PersistentVolume controller,The component responsible for binding a PersistentVolume to a PersistentVolumeClaim.,process,Multi
3513,Controller Manager,"A component in Kubernetes that watches and manages various resources, such as Endpoints and Namespaces.",software,Multi
3514,PersistentVolumes,ordered list of Persistent Volumes for each access mode by ascending capacity,database,Multi
3515,PersistentVolumeClaim,claim for a Persistent Volume,database,Multi
3516,Kubelets,component responsible for running pods on worker nodes,application,Multi
3517,API server,server that manages Kubernetes API objects,network,Multi
3519,Control Plane,part of the Kubernetes system responsible for handling operations,application,Multi
